x,y,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
16.000,281.000,0.657,0.249,0.371,0.226,-0.878,0.609,-0.476,-0.616,-0.155,-0.502
88.000,195.000,-0.185,0.727,0.722,-0.436,0.371,-0.498,-0.638,0.464,-0.206,-0.018
332.000,185.000,-0.173,-0.140,0.783,0.090,1.041,0.893,-0.056,0.266,0.216,0.634
231.000,468.000,-0.345,0.884,-0.215,-0.689,0.277,-0.344,-0.838,0.364,0.450,0.230
460.000,207.000,0.309,0.612,-0.168,-0.773,0.275,-0.302,-1.157,0.215,-0.115,0.819
221.000,310.000,-0.401,-0.921,-0.286,-0.903,0.002,0.752,-0.298,-0.158,0.622,0.197
372.000,448.000,-0.189,0.528,0.257,-0.409,-0.223,1.008,-0.634,0.208,0.623,0.339
348.000,334.000,0.355,-0.524,-0.538,0.402,-0.181,-0.194,1.033,-0.215,-0.206,0.316
192.000,474.000,0.025,-0.091,0.491,0.766,0.674,-0.769,-0.447,0.645,-0.993,0.049
342.000,497.000,-0.406,-0.502,-0.605,0.340,0.300,0.074,-0.631,0.242,0.132,-0.038
400.000,240.000,-0.210,-0.163,-0.754,0.657,-0.765,-0.729,0.738,0.610,1.103,-0.015
316.000,302.000,-0.044,0.839,1.044,0.030,-0.533,0.505,0.145,-0.356,0.987,0.228
405.000,173.000,0.500,-0.699,-0.351,0.458,-0.128,0.637,-0.303,-0.432,-0.348,0.213
356.000,213.000,-0.334,0.257,0.193,-0.940,0.668,-0.571,0.292,0.036,-0.566,0.124
408.000,167.000,-0.179,-0.802,-0.717,-0.020,-0.117,0.440,0.954,-0.309,0.510,0.159
336.000,448.000,0.108,-0.683,0.057,-0.600,0.294,0.495,-0.729,-0.090,-0.203,0.508
170.000,116.000,-0.676,0.478,-0.242,-0.489,0.761,0.511,-0.306,0.342,0.081,0.508
17.000,208.000,-0.482,-0.484,0.398,-0.020,0.463,-0.862,0.302,0.922,-0.002,0.237
399.000,368.000,-0.959,0.208,-0.824,-0.212,0.081,-0.534,0.259,0.059,0.336,-0.768
352.000,258.000,0.233,0.925,0.987,-0.378,-0.351,0.788,0.366,-0.412,0.530,-0.221
49.000,316.000,-0.768,-0.848,0.307,0.210,0.071,-0.530,0.833,0.720,0.411,-0.339
470.000,300.000,-0.341,0.015,0.756,0.001,0.388,0.130,0.218,-0.057,-0.426,-0.562
349.000,440.000,-0.015,1.161,-0.528,0.774,0.248,0.979,0.548,-0.830,-0.694,-0.431
344.000,491.000,0.342,-0.646,0.091,-0.092,-0.436,-0.407,0.366,-0.443,-1.061,-0.454
346.000,288.000,-0.095,-0.106,0.692,-0.752,0.101,0.081,-1.006,0.409,0.161,0.262
215.000,487.000,0.264,0.581,0.794,-0.389,0.368,-0.871,0.351,0.300,-0.745,0.334
117.000,323.000,0.694,0.703,0.176,-0.045,-0.392,-0.110,0.511,-0.537,-0.473,0.001
346.000,156.000,-0.176,-0.804,0.146,-0.372,-0.149,-0.502,-0.392,0.209,-0.499,-0.268
165.000,208.000,0.621,0.062,-0.332,0.452,-0.602,-0.606,0.404,0.243,0.171,0.516
254.000,309.000,-0.025,0.392,0.508,-1.039,0.142,0.088,0.851,0.019,-0.453,0.588
429.000,430.000,0.349,-0.069,-0.210,0.081,-0.427,-0.659,0.431,-0.570,-1.192,-0.646
235.000,460.000,-0.253,-0.626,0.206,-0.616,-0.838,-0.983,-0.830,0.245,-0.511,-0.922
245.000,438.000,0.428,-0.470,-0.736,-0.614,0.267,-0.071,0.280,-0.670,-0.950,0.539
337.000,497.000,-0.845,0.785,0.227,-0.787,0.716,-0.110,0.912,-0.328,-0.160,-0.652
7.000,201.000,0.196,-0.846,0.589,0.463,-0.521,-0.360,-0.229,0.438,-0.252,-0.230
41.000,177.000,0.362,-0.267,0.655,0.210,-0.774,0.107,-0.116,-0.256,-0.369,-0.665
217.000,304.000,0.148,0.830,0.712,0.869,0.487,0.544,-0.458,-0.631,-0.456,0.251
185.000,90.000,0.529,-0.425,0.904,0.789,-0.968,0.850,-0.759,0.171,-0.378,-0.219
256.000,56.000,-0.503,0.729,-0.843,-0.201,0.506,0.210,-0.272,-0.638,-0.307,-0.612
215.000,73.000,-0.087,-0.403,0.836,-0.334,-0.421,-0.284,-0.768,0.624,0.224,-0.124
244.000,291.000,-0.377,0.740,-0.833,0.032,0.006,0.594,-0.392,-1.164,0.251,-0.076
278.000,509.000,0.190,-0.355,0.184,-0.094,-0.016,1.309,-0.232,-0.566,0.239,0.074
78.000,162.000,-0.584,0.028,0.301,0.413,0.816,-0.900,-0.108,0.729,-0.585,-0.244
210.000,383.000,0.401,1.029,0.284,-0.795,-0.434,0.367,-0.639,-0.601,-0.039,-0.187
156.000,457.000,0.335,-0.310,-0.228,0.368,0.192,-0.495,-0.055,0.367,-0.337,0.638
195.000,351.000,-0.064,0.591,-0.361,0.410,0.165,-0.246,1.104,-0.010,0.297,0.122
16.000,182.000,0.198,0.066,-0.579,-0.970,-0.623,0.544,-0.202,-0.444,0.836,0.380
31.000,157.000,-0.356,-0.100,0.807,-0.817,0.177,0.649,-0.078,-0.286,0.010,-0.404
318.000,411.000,-0.436,0.504,-0.676,-0.710,0.132,0.454,0.850,-0.091,0.421,0.536
196.000,249.000,0.279,0.799,0.802,0.258,-1.262,1.072,0.787,-0.396,0.496,-0.574
182.000,159.000,-0.205,0.324,-0.426,-1.165,-0.519,0.102,0.680,-0.366,-0.107,0.048
212.000,299.000,0.074,0.021,-0.049,-0.336,0.190,-0.224,-0.690,-0.499,-1.279,-0.528
66.000,239.000,0.011,0.044,0.907,0.444,0.310,-0.410,-0.471,0.891,-0.025,0.283
332.000,196.000,0.464,-0.383,0.555,-0.031,0.397,-0.220,-0.833,0.327,-0.840,0.608
372.000,352.000,-0.290,-0.957,0.464,-0.905,-0.328,0.263,-0.237,-0.244,-0.210,-0.535
187.000,218.000,0.259,0.746,0.491,-0.677,-0.430,-0.311,0.440,-0.555,-0.560,-0.542
468.000,153.000,-0.531,0.510,-0.228,-0.506,0.411,0.530,-0.692,-0.081,0.526,-0.105
451.000,223.000,0.057,0.401,-0.527,-0.057,0.763,-0.323,0.259,-0.173,-0.639,0.433
278.000,405.000,0.340,0.750,0.626,0.516,-0.442,-0.308,0.180,0.315,0.270,-0.081
309.000,46.000,0.796,0.418,-0.005,0.786,-0.095,0.974,0.155,-0.312,0.446,0.696
217.000,295.000,0.445,-1.002,0.263,1.045,-0.559,0.231,-1.157,-0.482,-0.719,0.092
234.000,221.000,0.089,-0.684,0.595,-0.993,-0.282,-0.404,-0.635,-0.238,-1.133,-0.488
71.000,117.000,0.223,0.967,0.460,-0.532,-0.035,-0.534,-0.209,-0.448,-1.070,-0.581
215.000,469.000,-0.327,-0.498,-0.579,0.896,0.572,0.351,-0.123,-0.324,-0.660,-0.546
451.000,291.000,-0.256,0.219,0.105,0.430,0.656,0.707,0.863,-0.723,-0.532,-0.597
208.000,316.000,0.749,0.738,0.301,0.084,-0.040,-0.356,-0.393,0.061,-0.476,0.522
367.000,386.000,-0.361,-0.885,0.119,0.445,0.250,-0.926,0.810,0.724,-0.245,0.036
315.000,131.000,-0.728,0.516,-0.832,0.032,-0.364,0.052,-0.720,0.345,0.391,-0.414
296.000,91.000,-0.177,0.219,0.518,0.437,0.346,-0.557,0.950,0.434,-0.107,-0.023
426.000,326.000,-0.263,-0.332,0.815,0.888,-0.021,0.576,0.353,0.210,0.352,-0.556
150.000,300.000,0.432,0.185,0.127,-0.717,0.423,0.356,0.425,-0.221,0.022,1.056
278.000,412.000,-0.020,-0.402,-0.502,0.439,0.774,0.560,-0.525,0.118,0.036,0.689
261.000,341.000,0.030,0.063,0.627,-0.038,0.182,-0.585,-0.611,-0.172,-0.782,0.429
351.000,318.000,0.163,0.863,0.161,-0.913,-0.068,-0.760,0.421,-0.331,-0.656,-0.142
414.000,306.000,-0.016,-0.035,-0.723,0.384,-0.604,-0.132,-0.155,0.026,0.497,-0.227
245.000,214.000,-0.419,-0.087,0.669,0.854,0.874,0.458,0.792,-0.321,-0.848,-0.821
105.000,198.000,-0.251,0.322,-0.463,-0.283,-0.210,-0.658,0.977,-0.356,-0.277,-0.573
374.000,57.000,-0.557,-0.725,0.911,-0.287,0.057,0.227,0.551,0.490,0.640,-0.119
355.000,359.000,0.522,-0.027,-0.279,0.890,-0.234,0.586,-0.879,-0.051,0.152,0.238
336.000,383.000,0.018,0.797,0.732,-0.699,0.176,0.586,-0.516,-0.026,0.457,0.225
198.000,297.000,0.304,0.764,-0.292,-0.727,0.195,-0.882,0.528,-0.141,-0.550,0.499
57.000,282.000,-0.702,0.008,-0.900,-0.302,0.080,-0.773,-0.166,0.344,0.288,-0.234
324.000,244.000,0.568,0.081,-0.466,-0.342,-0.139,-0.028,1.013,-0.246,0.267,0.977
338.000,376.000,-0.077,-0.061,-0.068,-0.468,0.030,0.929,-0.832,0.154,0.118,0.637
399.000,114.000,-0.146,0.784,0.041,-0.004,0.141,0.004,0.591,0.089,0.583,0.133
22.000,281.000,0.157,0.059,-0.385,-0.296,-0.665,0.280,0.046,-0.808,-0.201,-0.658
233.000,66.000,-1.017,-0.773,0.946,-0.283,0.869,-0.017,0.781,0.580,0.102,-0.256
308.000,419.000,-0.608,-0.970,-0.488,-0.424,0.533,0.124,-0.355,0.440,0.455,0.484
183.000,283.000,-0.382,-0.077,0.746,-0.046,0.732,0.681,-0.656,-0.278,-0.720,-0.635
291.000,340.000,0.248,-0.757,-0.875,-0.233,-1.457,-0.225,0.326,0.266,0.443,0.438
230.000,245.000,0.676,0.066,-0.091,0.708,-0.537,-0.197,-0.048,-0.060,-0.261,0.081
136.000,373.000,-0.272,-0.176,0.358,0.190,0.973,0.807,1.054,-0.334,-0.178,0.125
223.000,248.000,-0.212,0.170,-0.666,0.428,0.585,-0.001,-0.269,-0.306,-0.652,-0.302
61.000,112.000,0.055,0.565,0.155,0.635,0.427,-0.347,0.842,0.089,-0.300,0.039
463.000,324.000,0.015,-0.189,-0.867,0.341,-0.565,-0.207,-0.093,-0.238,0.016,-0.426
324.000,342.000,0.123,-0.880,-0.003,-0.405,0.656,0.442,-0.637,-0.034,-0.511,0.702
495.000,201.000,0.001,0.799,-0.830,0.266,-0.189,-0.494,0.838,-0.459,-0.174,-0.423
313.000,391.000,0.186,0.177,-0.191,-0.675,0.165,-0.388,0.372,-0.391,-0.692,0.163
210.000,495.000,0.148,-0.594,0.965,-0.685,-0.135,0.222,0.093,-0.368,-0.752,-0.350
9.000,219.000,-0.170,0.136,0.659,-0.380,0.595,0.246,-0.442,0.313,0.068,0.351
135.000,258.000,0.066,0.855,-0.513,-0.265,0.007,-0.585,-0.419,-0.495,-0.902,-0.543
144.000,215.000,-0.274,0.439,0.572,0.516,0.412,0.142,0.236,0.313,0.243,-0.153
353.000,241.000,-0.335,-0.800,-0.116,-0.754,0.022,0.831,0.742,-0.737,0.065,-0.293
103.000,274.000,-0.371,-0.753,0.605,0.224,0.033,-0.173,-0.556,0.490,-0.229,-0.476
90.000,428.000,0.113,0.662,-0.039,-0.257,0.749,0.090,-0.322,0.116,-0.021,0.777
85.000,427.000,-0.127,0.702,-0.286,0.464,0.682,0.147,0.011,-0.044,-0.064,0.114
38.000,127.000,-0.475,-0.142,-0.303,0.753,0.756,0.788,-0.693,-0.335,-0.436,-0.637
102.000,61.000,-0.567,0.121,-1.131,0.172,0.063,-0.125,-0.816,-0.004,0.234,-0.465
484.000,318.000,-0.081,-0.331,-0.173,0.221,0.329,0.647,-0.587,-0.501,-0.594,-0.412
158.000,65.000,-0.215,-0.014,-0.652,-0.460,-0.556,-0.476,0.444,-0.426,-0.124,-0.647
150.000,489.000,-0.244,-0.890,-0.496,-0.105,0.165,0.243,0.425,0.337,0.807,0.727
413.000,114.000,0.281,0.336,1.168,0.527,0.355,-0.092,0.636,-0.082,-0.936,-0.313
167.000,410.000,-0.358,0.845,-0.476,-1.015,0.746,-0.594,-0.669,-0.376,-1.020,-0.261
30.000,228.000,0.240,0.478,-0.441,0.897,-0.614,0.693,0.782,-0.621,0.585,-0.471
435.000,104.000,-0.423,0.071,0.602,0.146,0.332,0.412,0.021,-0.196,-0.290,-0.774
201.000,436.000,0.224,0.735,-0.734,-0.412,-0.190,0.113,0.747,-0.078,1.123,0.901
365.000,470.000,0.159,0.273,-0.431,0.444,0.431,1.016,-1.015,-0.097,0.461,0.539
154.000,222.000,0.542,0.087,-0.011,0.312,-0.089,0.692,-0.616,-0.586,-0.487,-0.055
281.000,164.000,-0.242,-0.209,0.793,0.058,0.421,0.524,0.444,0.142,0.217,0.029
174.000,455.000,0.303,0.649,0.770,0.229,0.140,-0.861,-0.227,0.631,-0.417,0.250
155.000,404.000,0.165,0.021,-0.955,0.958,0.117,-0.265,0.782,0.195,0.361,0.570
369.000,256.000,-0.123,-0.963,-1.050,-0.457,-0.003,0.779,0.858,-0.587,0.558,0.469
17.000,310.000,-0.070,0.361,0.923,0.316,0.461,-0.169,-0.681,0.433,-0.472,-0.193
121.000,296.000,-1.102,0.120,1.100,-0.391,0.981,0.360,0.593,0.369,0.376,-0.456
422.000,162.000,-0.503,-0.120,0.261,0.953,0.266,0.397,-0.087,0.138,0.094,-0.755
269.000,37.000,0.634,-0.879,1.008,0.322,-0.827,0.332,-0.160,0.057,-0.137,-0.091
31.000,203.000,-0.193,-0.351,-0.786,-0.589,-0.785,0.232,-0.166,-0.315,0.733,-0.268
133.000,175.000,-0.156,-0.158,-0.097,0.909,0.411,-0.477,-0.054,0.408,-0.449,-0.140
275.000,101.000,-0.290,-0.326,-0.762,0.396,0.709,0.043,-0.293,-0.286,-0.787,-0.231
274.000,30.000,-0.089,0.513,0.288,-0.862,-0.484,-0.786,-0.611,0.803,0.850,0.395
280.000,430.000,-0.043,0.822,0.222,-0.398,0.159,-0.084,0.024,0.057,0.246,0.155
258.000,71.000,-0.231,-0.794,0.263,-0.588,0.086,0.751,-0.827,-0.607,-0.677,-0.671
310.000,173.000,0.884,0.685,0.524,0.674,-0.144,0.003,-0.373,-0.130,-0.637,0.182
66.000,278.000,0.064,-0.717,0.382,-0.573,-0.380,0.582,0.674,0.227,1.171,0.727
141.000,279.000,-0.000,-0.182,-0.082,0.393,-0.879,-1.115,0.820,0.586,0.434,-0.217
287.000,78.000,0.050,-0.838,-0.430,0.794,-0.466,-0.461,0.607,1.110,0.384,0.959
457.000,223.000,-0.790,-0.499,-0.072,0.883,1.144,0.588,-0.518,0.465,0.155,-0.075
12.000,310.000,-0.233,-0.727,-0.394,-0.520,-0.216,0.315,0.066,0.059,0.728,0.300
391.000,96.000,0.125,0.049,0.175,0.024,-0.633,-0.750,-0.975,0.803,-0.585,0.125
244.000,95.000,0.648,0.402,0.009,0.359,-0.397,-0.356,0.487,0.003,-0.050,0.378
323.000,198.000,-0.737,0.503,-0.446,-0.494,0.533,0.964,0.264,-0.786,0.317,-0.619
153.000,431.000,-0.231,-0.557,-0.718,0.127,-0.622,0.911,0.188,-0.462,-0.056,-0.379
371.000,137.000,-0.021,0.197,-0.482,0.014,0.485,0.125,-0.383,-0.098,-0.164,0.297
394.000,219.000,-0.178,0.236,-0.506,0.021,0.369,-0.914,-0.530,0.511,-0.271,0.255
325.000,52.000,0.005,0.188,0.876,-0.272,-0.031,-0.417,-0.368,0.186,-0.559,-0.378
386.000,272.000,0.132,-0.002,-0.456,-0.525,0.803,0.381,0.463,-0.515,-0.426,0.722
187.000,475.000,-0.018,-0.772,0.715,-0.388,-0.040,0.217,0.750,0.510,0.771,0.723
420.000,304.000,0.521,-0.564,-0.222,0.724,0.688,0.437,1.090,-0.476,-0.818,0.643
139.000,92.000,0.099,-0.307,0.135,-0.674,-0.536,-0.121,-0.696,0.315,0.477,0.287
136.000,121.000,0.256,-0.261,0.034,0.443,0.035,0.274,0.238,-0.052,-0.039,0.232
439.000,416.000,0.133,0.096,-0.086,-1.142,-0.208,0.081,0.987,-0.329,0.463,0.554
109.000,152.000,-0.394,0.165,-0.685,0.136,-0.263,0.368,0.559,-0.727,0.122,-0.936
267.000,106.000,0.320,0.697,0.611,0.309,-0.834,-0.544,0.042,0.150,0.031,-0.554
370.000,117.000,-0.158,0.186,-0.420,0.918,0.323,-0.319,0.867,0.279,0.205,0.119
211.000,364.000,0.134,-0.244,-0.804,-0.407,0.255,-0.515,-0.369,-0.323,-0.980,0.149
163.000,335.000,0.034,-0.092,-0.437,-0.893,-0.093,-0.500,-0.276,0.176,0.136,0.566
109.000,282.000,-0.305,-0.160,-0.994,0.314,0.598,1.006,0.544,-0.202,0.980,0.644
154.000,290.000,0.204,0.070,0.659,0.172,0.163,-0.448,0.300,0.880,0.459,0.873
118.000,365.000,0.221,0.459,-0.430,0.182,-0.858,0.521,-0.003,-0.493,0.692,-0.390
239.000,45.000,-0.071,0.036,-0.089,-0.317,-0.359,-1.052,-0.304,0.536,-0.010,0.003
182.000,442.000,0.072,0.046,0.800,-0.397,-0.934,0.536,-0.665,0.208,0.054,-0.215
248.000,340.000,-1.034,0.458,-0.446,-0.955,-0.269,0.487,-0.082,0.057,0.734,-0.432
206.000,71.000,0.328,-0.774,-0.132,-0.691,-0.572,0.502,-0.479,-0.004,0.657,0.657
253.000,241.000,0.741,-0.192,0.348,-0.604,-0.589,-0.198,0.228,-0.373,-0.556,0.254
263.000,273.000,-0.492,-0.885,-0.456,0.797,0.248,0.616,0.653,0.152,-0.277,-0.003
439.000,244.000,0.606,0.414,0.940,-0.415,-0.071,-0.442,0.893,0.292,-0.002,0.828
446.000,427.000,0.100,-0.514,-0.536,-0.068,0.014,-0.480,-0.492,0.421,-0.003,0.593
67.000,352.000,0.118,0.585,-0.558,-0.006,0.213,-0.424,0.007,-0.044,-0.200,0.265
164.000,317.000,0.923,-0.251,-0.363,0.327,-0.445,-0.093,0.933,-0.445,-0.401,0.581
421.000,203.000,-0.011,0.811,0.010,0.737,-0.096,-0.098,0.569,0.029,0.306,-0.302
436.000,133.000,0.172,0.301,0.152,-0.789,-0.513,-0.836,0.285,0.375,0.359,0.399
31.000,364.000,-0.358,-0.877,-0.175,-0.824,-0.013,0.334,0.891,-0.375,0.180,-0.035
438.000,147.000,-0.726,-0.649,-0.025,-0.138,0.806,0.156,-0.356,-0.277,-0.969,-0.779
146.000,474.000,-0.204,-0.313,-0.608,0.045,-0.740,0.397,0.410,-0.595,0.393,-0.785
271.000,109.000,0.147,0.011,0.043,1.001,0.000,0.592,-0.307,0.143,0.410,0.059
320.000,310.000,-1.004,0.116,0.309,0.678,0.653,0.165,0.579,-0.031,0.567,0.015
242.000,375.000,0.005,-0.669,-0.981,-0.109,-0.267,-0.732,-0.502,-0.341,-1.069,-0.500
185.000,361.000,0.005,0.777,0.193,0.516,-0.533,0.565,-0.110,-0.181,0.731,-0.588
460.000,407.000,-0.283,0.415,0.814,0.465,0.220,0.612,-0.019,-0.376,-0.380,-1.053
71.000,302.000,0.082,0.146,-0.949,0.209,-0.553,0.121,-0.246,-0.336,0.364,-0.225
46.000,192.000,-0.115,0.131,-0.962,-0.915,-0.517,-0.348,-0.736,-0.050,0.480,0.115
176.000,235.000,-0.151,-0.891,-0.856,-0.900,-0.747,-1.012,0.004,0.782,1.001,0.787
172.000,192.000,-0.663,-0.182,-0.620,-0.645,0.464,-0.491,-0.829,0.363,0.003,0.036
172.000,95.000,0.168,-0.021,0.044,-0.950,-0.260,0.525,0.821,-0.337,-0.262,0.581
108.000,425.000,-0.277,-0.674,0.045,-0.933,0.135,-0.591,-0.257,-0.033,-0.827,-0.234
245.000,1.000,-0.060,-0.417,-0.815,-0.204,-0.116,0.552,0.981,-0.880,-0.016,-0.204
189.000,417.000,-0.090,-0.576,-0.022,0.751,0.105,-0.746,0.785,0.657,-0.024,0.219
469.000,396.000,-0.393,0.511,-0.740,0.502,0.546,0.414,0.548,-0.150,0.552,0.055
288.000,473.000,0.105,0.437,-0.814,0.377,-0.706,-0.484,-0.218,0.377,0.910,0.169
289.000,229.000,0.437,-0.006,-0.749,-0.556,-0.630,-0.703,0.142,-0.182,-0.137,0.339
331.000,30.000,-0.336,-0.760,-0.148,0.542,0.234,-0.043,0.265,0.115,-0.250,-0.313
213.000,320.000,-0.601,-0.230,-1.017,-1.101,0.997,0.477,-0.756,-0.326,-0.044,0.451
118.000,136.000,0.018,0.847,-0.482,-0.968,-0.619,0.708,-0.277,-0.763,0.797,-0.230
181.000,484.000,0.078,-0.710,0.168,0.520,0.573,-0.354,0.918,0.310,-0.529,0.483
339.000,348.000,-0.211,-0.457,-0.058,-0.655,-0.506,-0.592,0.439,0.282,0.389,0.007
350.000,360.000,-0.377,0.968,0.738,-0.546,0.160,-0.272,0.554,0.341,0.585,-0.060
229.000,24.000,0.355,0.751,-1.067,0.723,-0.543,-0.757,0.206,-0.577,-0.745,-0.702
51.000,221.000,0.327,0.430,-0.501,-0.441,-0.144,-0.209,0.141,-0.225,0.043,0.456
154.000,398.000,-0.349,0.907,-0.143,0.145,0.059,0.313,0.142,-0.570,-0.052,-0.927
344.000,339.000,-0.369,0.075,-0.851,-0.232,-0.900,-0.133,-0.023,0.075,0.214,-0.344
335.000,100.000,-0.156,-0.520,-0.671,0.217,-0.263,0.450,-0.536,-0.206,0.276,-0.264
284.000,288.000,0.075,-0.593,0.084,-0.982,0.286,0.021,-0.385,-0.283,-0.750,0.251
464.000,274.000,0.294,-0.150,-0.538,-0.620,0.613,0.261,-0.654,-0.446,-0.739,0.664
443.000,420.000,0.207,0.627,-0.405,0.061,0.685,-0.321,0.269,0.296,0.101,1.045
422.000,281.000,-0.561,-0.065,-0.783,-0.609,0.598,0.331,-0.541,-0.423,-0.213,-0.207
333.000,140.000,0.106,-0.834,0.626,0.777,0.840,-0.334,0.928,0.313,-1.053,0.306
35.000,378.000,0.019,0.945,0.626,-0.362,-0.406,0.730,-0.059,-0.142,1.016,-0.139
378.000,306.000,-0.012,-0.349,-0.182,0.111,-0.008,-0.106,-0.218,0.429,0.402,0.449
439.000,139.000,0.372,-0.925,-0.392,0.820,-0.118,0.273,0.623,0.027,0.131,0.518
181.000,298.000,-0.778,-0.064,-0.973,0.286,0.402,-0.021,0.081,0.228,0.650,-0.130
349.000,365.000,0.235,0.724,-0.568,0.578,-0.293,0.585,-0.511,-0.465,-0.711,-0.276
225.000,93.000,-0.524,-0.521,0.517,-0.421,0.091,0.042,0.716,0.413,0.661,0.055
230.000,458.000,0.406,0.740,-0.056,-0.175,-0.327,-0.292,-0.755,-0.181,-0.361,-0.100
117.000,441.000,0.395,0.423,0.658,0.166,-0.749,-0.120,0.312,-0.005,0.190,-0.276
385.000,259.000,-0.557,0.744,-0.275,-0.540,0.362,-0.309,-0.136,0.004,0.104,-0.289
127.000,318.000,-0.030,-0.824,-0.853,0.392,-0.562,-0.576,-0.084,-0.171,-0.548,-0.610
166.000,132.000,0.421,0.148,-0.639,0.272,-0.501,1.057,-0.732,-0.742,0.300,-0.122
232.000,18.000,0.255,0.752,-0.345,-0.617,-0.143,-0.598,0.854,-0.549,-0.513,-0.042
404.000,351.000,-0.588,0.415,-0.457,0.551,0.790,-0.471,-0.156,0.618,0.206,0.108
227.000,319.000,0.498,-0.649,-0.441,0.698,-0.298,0.532,-0.868,-0.590,-0.800,-0.346
28.000,286.000,-0.290,0.807,-0.114,-0.607,0.477,-0.257,-0.418,0.341,0.397,0.427
91.000,357.000,0.644,-0.153,-0.616,0.255,-0.651,-0.572,0.123,-0.004,-0.131,0.395
46.000,212.000,-0.740,-0.114,0.941,0.248,0.396,0.448,-0.181,0.370,0.318,-0.684
238.000,437.000,0.682,0.681,0.055,-0.093,0.178,0.643,-0.654,-0.116,0.279,0.977
193.000,333.000,-0.456,0.697,0.281,0.694,-0.486,0.399,0.055,-0.819,0.325,-0.860
420.000,88.000,-0.019,-0.684,-0.527,0.540,-0.331,0.575,-0.195,0.213,0.957,0.306
320.000,233.000,0.211,0.199,0.539,-0.286,0.195,0.389,-1.051,-0.031,-0.283,0.125
149.000,231.000,0.546,-0.464,0.533,0.235,-0.209,0.303,0.798,0.183,0.387,0.778
198.000,320.000,0.065,0.662,-0.478,-0.139,-0.955,-1.002,0.054,0.270,-0.466,-0.237
61.000,268.000,0.398,-0.482,0.296,1.014,-1.194,-0.071,0.606,0.183,0.510,-0.409
495.000,310.000,-0.905,-0.406,-0.340,0.405,0.654,-0.110,0.576,0.088,-0.128,-0.637
128.000,82.000,0.085,0.525,0.130,-0.389,-0.122,0.339,-0.841,0.017,0.432,0.157
300.000,88.000,0.045,0.089,0.527,0.831,-0.399,-0.242,0.834,-0.022,-0.221,-0.767
191.000,328.000,0.453,0.721,-0.761,0.318,-0.089,-0.626,0.927,-0.526,-0.653,0.008
336.000,110.000,-0.366,-0.481,0.482,-0.050,1.098,-0.539,1.024,0.414,-0.687,0.381
54.000,135.000,-0.790,-0.057,-0.815,-0.949,0.350,0.353,-0.163,-0.298,0.494,-0.165
348.000,150.000,-0.479,0.343,-0.224,-1.165,0.066,-0.079,-0.242,0.266,0.916,0.364
218.000,205.000,0.412,0.845,-0.257,-0.003,-0.732,0.070,-0.514,-0.301,0.307,-0.192
268.000,466.000,-0.024,-0.603,0.750,0.420,-1.069,-0.165,0.585,0.042,0.103,-1.030
318.000,115.000,0.252,0.161,0.717,-0.600,0.430,1.117,0.294,-0.270,0.438,0.769
132.000,369.000,0.232,-0.264,1.073,-0.382,-0.897,0.197,0.095,0.405,0.918,0.121
98.000,381.000,0.456,1.084,0.454,0.136,-0.196,0.767,0.548,-0.653,0.211,-0.120
414.000,180.000,-0.242,-0.467,-0.215,0.283,-0.749,-0.528,-0.266,0.377,0.332,-0.568
503.000,206.000,-0.054,-0.263,0.312,-0.410,0.355,0.591,0.342,0.050,0.473,0.601
190.000,406.000,-0.169,0.982,0.746,-0.523,0.747,0.123,-0.038,-0.526,-1.001,-0.559
464.000,381.000,0.763,-0.452,0.523,-0.230,-0.673,-0.064,0.762,0.329,0.612,1.038
352.000,79.000,-0.162,0.564,-0.126,0.317,-0.021,-0.062,-0.168,-0.269,-0.293,-0.716
239.000,249.000,-0.386,-0.700,0.900,-0.066,0.459,-0.914,-0.078,0.518,-0.417,0.747
419.000,286.000,0.887,-0.338,0.101,0.809,-0.805,0.149,-0.524,0.018,-0.079,0.217
288.000,96.000,-0.377,-0.021,0.167,-0.816,-0.698,-0.621,-0.024,0.560,0.912,-0.113
264.000,411.000,-0.642,-0.815,-0.614,0.876,0.291,-0.354,0.887,-0.058,-0.495,-0.816
91.000,251.000,0.786,1.126,0.145,0.676,-0.202,-0.083,0.171,0.098,0.243,0.599
259.000,193.000,0.059,-0.430,0.622,0.919,-0.109,-0.588,0.702,0.671,-0.058,-0.032
335.000,217.000,-0.322,-0.002,-0.003,-0.768,0.135,-0.197,0.988,-0.414,-1.297,-0.320
115.000,219.000,0.291,-0.678,1.077,0.641,0.360,-0.472,0.889,0.635,-0.551,0.463
349.000,394.000,0.059,0.245,-0.726,-0.671,-0.508,-0.565,-0.558,-0.989,-0.598,0.108
190.000,305.000,-0.204,0.827,0.273,0.648,0.814,-0.689,-0.219,0.653,-0.342,0.108
471.000,168.000,0.478,-0.126,-0.204,-0.504,0.617,0.741,-0.934,-0.750,-1.022,0.461
235.000,84.000,-0.726,-0.828,0.186,-0.718,-0.133,0.542,-0.141,-0.197,0.305,-0.722
413.000,422.000,0.579,-0.910,0.342,0.148,-0.337,0.282,-0.275,0.026,-0.236,0.413
421.000,350.000,-0.622,-0.369,-0.276,-0.631,0.245,-0.958,-1.007,0.147,-1.015,-0.749
267.000,432.000,0.055,-0.776,0.706,1.016,0.095,-0.519,1.043,-0.549,-1.355,-0.180
379.000,61.000,-0.377,0.447,0.247,-0.327,0.131,-0.184,-0.512,0.064,-0.126,-0.507
